Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Lao PDR,LAO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Lao PDR,LAO,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,77.663
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.45556726
Latvia,LVA,"Population ages 15-64, total",SP.POP.1564.TO,1409997
Latvia,LVA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.559222523
Latvia,LVA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Latvia,LVA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,47.412
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.975135558
Lebanon,LBN,"Population ages 15-64, total",SP.POP.1564.TO,3403018
Lebanon,LBN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.022819168
Lebanon,LBN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Lebanon,LBN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.269670781
Lesotho,LSO,"Population ages 15-64, total",SP.POP.1564.TO,1206870
Lesotho,LSO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.159189459
Lesotho,LSO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Lesotho,LSO,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.09982524
Liberia,LBR,"Population ages 15-64, total",SP.POP.1564.TO,2137560
Liberia,LBR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.119404292
Liberia,LBR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Liberia,LBR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,56.25
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.027247672
Libya,LBY,"Population ages 15-64, total",SP.POP.1564.TO,4296417
Libya,LBY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.264325812
Libya,LBY,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Libya,LBY,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Liechtenstein,LIE,"Population ages 15-64, total",SP.POP.1564.TO,25194
Liechtenstein,LIE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.064855536
Liechtenstein,LIE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Liechtenstein,LIE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.52
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.651240653
Lithuania,LTU,"Population ages 15-64, total",SP.POP.1564.TO,2079598
Lithuania,LTU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.686860286
Lithuania,LTU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Lithuania,LTU,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,46.695
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.760413593
Luxembourg,LUX,"Population ages 15-64, total",SP.POP.1564.TO,346776
Luxembourg,LUX,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.122200677
Luxembourg,LUX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Luxembourg,LUX,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,55.183
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,25.12259456
"Macao SAR, China",MAC,"Population ages 15-64, total",SP.POP.1564.TO,445702
"Macao SAR, China",MAC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..
"Macao SAR, China",MAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
"Macao SAR, China",MAC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,69.45
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.619239745
Madagascar,MDG,"Population ages 15-64, total",SP.POP.1564.TO,11749639
Madagascar,MDG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.138051295
Madagascar,MDG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Madagascar,MDG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,61.2
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.874065854
Malawi,MWI,"Population ages 15-64, total",SP.POP.1564.TO,7304667
Malawi,MWI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.237797231
Malawi,MWI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Malawi,MWI,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.424847383
Malaysia,MYS,"Population ages 15-64, total",SP.POP.1564.TO,19258859
Malaysia,MYS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.029748172
Malaysia,MYS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Malaysia,MYS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.42
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.835471394
Maldives,MDV,"Population ages 15-64, total",SP.POP.1564.TO,252544
Maldives,MDV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.010786144
Maldives,MDV,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Maldives,MDV,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,39.7
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.313935279
Mali,MLI,"Population ages 15-64, total",SP.POP.1564.TO,7768771
Mali,MLI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.403176446
Mali,MLI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Mali,MLI,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,60.02
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.543640011
Malta,MLT,"Population ages 15-64, total",SP.POP.1564.TO,285771
Malta,MLT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.021905488
Malta,MLT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Malta,MLT,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,50.557
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.446764506
Marshall Islands,MHL,"Population ages 15-64, total",SP.POP.1564.TO,31175
Marshall Islands,MHL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.009360491
Marshall Islands,MHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Marshall Islands,MHL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.620229521
Mauritania,MRT,"Population ages 15-64, total",SP.POP.1564.TO,1818389
Mauritania,MRT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.131599688
Mauritania,MRT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Mauritania,MRT,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.377203223
Mauritius,MUS,"Population ages 15-64, total",SP.POP.1564.TO,881583
Mauritius,MUS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.063979527
Mauritius,MUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Mauritius,MUS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.695
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.971334562
Mexico,MEX,"Population ages 15-64, total",SP.POP.1564.TO,71958813
Mexico,MEX,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.203790196
Mexico,MEX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,12.76121998
Mexico,MEX,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,56.497
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.259389956
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, total",SP.POP.1564.TO,65889
"Micronesia, Fed. Sts.",FSM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.018589434
"Micronesia, Fed. Sts.",FSM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
"Micronesia, Fed. Sts.",FSM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.100000107
Moldova,MDA,"Population ages 15-64, total",SP.POP.1564.TO,2045520
Moldova,MDA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.633394751
Moldova,MDA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,16.96553993
Moldova,MDA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,61.487
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.065220038
Monaco,MCO,"Population ages 15-64, total",SP.POP.1564.TO,19792
Monaco,MCO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..
Monaco,MCO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Monaco,MCO,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.365161679
Mongolia,MNG,"Population ages 15-64, total",SP.POP.1564.TO,1840483
Mongolia,MNG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.457362018
Mongolia,MNG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,23.71331978
Mongolia,MNG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,55.475
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.734331082
Montenegro,MNE,"Population ages 15-64, total",SP.POP.1564.TO,419140
Montenegro,MNE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.277675533
Montenegro,MNE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Montenegro,MNE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,40.039
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.499557094
Morocco,MAR,"Population ages 15-64, total",SP.POP.1564.TO,21398743
Morocco,MAR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.238082
Morocco,MAR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Morocco,MAR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,45.1
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.679729357
Mozambique,MOZ,"Population ages 15-64, total",SP.POP.1564.TO,11976231
Mozambique,MOZ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.244867289
Mozambique,MOZ,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Mozambique,MOZ,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.634439452
Myanmar,MMR,"Population ages 15-64, total",SP.POP.1564.TO,32857563
Myanmar,MMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.218886085
Myanmar,MMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Myanmar,MMR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.03924948
Namibia,NAM,"Population ages 15-64, total",SP.POP.1564.TO,1250196
Namibia,NAM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.381084672
Namibia,NAM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Namibia,NAM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,46.847
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.612903226
Nauru,NRU,"Population ages 15-64, total",SP.POP.1564.TO,6367
Nauru,NRU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..
Nauru,NRU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Nauru,NRU,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.816414647
Nepal,NPL,"Population ages 15-64, total",SP.POP.1564.TO,16056222
Nepal,NPL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.080260465
Nepal,NPL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Nepal,NPL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.342739336
Netherlands,NLD,"Population ages 15-64, total",SP.POP.1564.TO,11139436
Netherlands,NLD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.061545336
Netherlands,NLD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Netherlands,NLD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,61.603
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
New Caledonia,NCL,"Population ages 15-64, total",SP.POP.1564.TO,166206
New Caledonia,NCL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.027227227
New Caledonia,NCL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
New Caledonia,NCL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.466751165
New Zealand,NZL,"Population ages 15-64, total",SP.POP.1564.TO,2879117
New Zealand,NZL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.114694187
New Zealand,NZL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
New Zealand,NZL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,63.517
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.410481398
Nicaragua,NIC,"Population ages 15-64, total",SP.POP.1564.TO,3610323
Nicaragua,NIC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.26555168
Nicaragua,NIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Nicaragua,NIC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,68.09
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.578166743
Niger,NER,"Population ages 15-64, total",SP.POP.1564.TO,8078095
Niger,NER,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.907040757
Niger,NER,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Niger,NER,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.005655916
Nigeria,NGA,"Population ages 15-64, total",SP.POP.1564.TO,84736977
Nigeria,NGA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.223295203
Nigeria,NGA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Nigeria,NGA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.358750858
North Macedonia,MKD,"Population ages 15-64, total",SP.POP.1564.TO,1441576
North Macedonia,MKD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.201459462
North Macedonia,MKD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
North Macedonia,MKD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,35.966
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.395939086
Northern Mariana Islands,MNP,"Population ages 15-64, total",SP.POP.1564.TO,37693
Northern Mariana Islands,MNP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.004622183
Northern Mariana Islands,MNP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Northern Mariana Islands,MNP,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,64.18
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.787051845
Norway,NOR,"Population ages 15-64, total",SP.POP.1564.TO,3237006
Norway,NOR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.168860186
Norway,NOR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Norway,NOR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,69.269
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.713985311
Oman,OMN,"Population ages 15-64, total",SP.POP.1564.TO,2033368
Oman,OMN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.011901812
Oman,OMN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,12.32281971
Oman,OMN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.91
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.501717522
Pakistan,PAK,"Population ages 15-64, total",SP.POP.1564.TO,110893362
Pakistan,PAK,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.151140757
Pakistan,PAK,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Pakistan,PAK,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,50.664
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.216093492
Palau,PLW,"Population ages 15-64, total",SP.POP.1564.TO,13454
Palau,PLW,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.01618123
Palau,PLW,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Palau,PLW,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.827993448
Panama,PAN,"Population ages 15-64, total",SP.POP.1564.TO,2331763
Panama,PAN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.156995069
Panama,PAN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,16.09157944
Panama,PAN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.391
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.12845407
Papua New Guinea,PNG,"Population ages 15-64, total",SP.POP.1564.TO,4514741
Papua New Guinea,PNG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.039560775
Papua New Guinea,PNG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Papua New Guinea,PNG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,47.375
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.09523127
Paraguay,PRY,"Population ages 15-64, total",SP.POP.1564.TO,3574925
Paraguay,PRY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.689073786
Paraguay,PRY,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Paraguay,PRY,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,64.643
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.332459107
Peru,PER,"Population ages 15-64, total",SP.POP.1564.TO,18424636
Peru,PER,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.166143384
Peru,PER,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Peru,PER,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,76.392
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.334499965
Philippines,PHL,"Population ages 15-64, total",SP.POP.1564.TO,57948012
Philippines,PHL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.056003643
Philippines,PHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,16.43481064
Philippines,PHL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.22
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.934638181
Poland,POL,"Population ages 15-64, total",SP.POP.1564.TO,27149441
Poland,POL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.28465312
Poland,POL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Poland,POL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,49.985
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.737625476
Portugal,PRT,"Population ages 15-64, total",SP.POP.1564.TO,7002934
Portugal,PRT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.108536758
Portugal,PRT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,12.66298008
Portugal,PRT,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.631
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.413254118
Puerto Rico,PRI,"Population ages 15-64, total",SP.POP.1564.TO,2446362
Puerto Rico,PRI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.013220387
Puerto Rico,PRI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Puerto Rico,PRI,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,35.1
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,19.59233153
Qatar,QAT,"Population ages 15-64, total",SP.POP.1564.TO,1462044
Qatar,QAT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.00894658
Qatar,QAT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,17.11993027
Qatar,QAT,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,86.59
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.90123628
Romania,ROU,"Population ages 15-64, total",SP.POP.1564.TO,13873031
Romania,ROU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.451724121
Romania,ROU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Romania,ROU,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,51.051
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.499999999
Russian Federation,RUS,"Population ages 15-64, total",SP.POP.1564.TO,102920842
Russian Federation,RUS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.851588751
Russian Federation,RUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,59.26087952
Russian Federation,RUS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,62.702
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.33464809
Rwanda,RWA,"Population ages 15-64, total",SP.POP.1564.TO,5640377
Rwanda,RWA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.114850756
Rwanda,RWA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Rwanda,RWA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.124719923
